freq,db,phaseDeg
12700000000,3.76948233332545,-26.1766096319482
12800000000,3.78308607587396,-26.7158935617158
12900000000,3.79607926535387,-27.2551504455995
13000000000,3.80846821717083,-27.7943398940146
13100000000,3.82025919785322,-28.3334226091545
13200000000,3.83145842465555,-28.8723603555301
13300000000,3.84207206522156,-29.411115931426
13400000000,3.85210623730306,-29.9496531412419
13500000000,3.86156700853031,-30.4879367686867
13600000000,3.87046039623056,-31.0259325507986
13700000000,3.87879236729124,-31.5636071527606
13800000000,3.88656883806459,-32.1009281434859
13900000000,3.89379567431083,-32.637863971945
14000000000,3.90047869117703,-33.1743839442104
14100000000,3.90662365320912,-33.7104582011927
14200000000,3.91223627439463,-34.2460576970465
14300000000,3.91732221823375,-34.781154178221
14400000000,3.92188709783683,-35.3157201631345
14500000000,3.92593647604614,-35.8497289224515
14600000000,3.92947586558007,-36.383154459941
14700000000,3.93251072919817,-36.9159714938969
14800000000,3.93504647988519,-37.4481554391018
14900000000,3.93708848105284,-37.9796823893145
15000000000,3.93864204675769,-38.5105291002651
15100000000,3.939712441934,-39.0406729731392
15200000000,3.9403048826401,-39.570092038536
15300000000,3.94042453631747,-40.0987649408833
15400000000,3.940076522061,-40.6266709232951
15500000000,3.93926591089987,-41.1537898128567
15600000000,3.93799772608784,-41.6801020063231
15700000000,3.93627694340213,-42.2055884562167
15800000000,3.9341084914502,-42.7302306573126
15900000000,3.93149725198342,-43.2540106334964
16000000000,3.92844806021724,-43.7769109249851
16100000000,3.9249657051569,-44.2989145758967
16200000000,3.92105492992823,-44.8200051221596
16300000000,3.91672043211296,-45.3401665797484
16400000000,3.91196686408793,-45.8593834332381
16500000000,3.90679883336776,-46.3776406246643
16600000000,3.9012209029505,-46.8949235426816
16700000000,3.8952375916658,-47.411218012009
16800000000,3.88885337452525,-47.9265102831546
16900000000,3.88207268307447,-48.4407870224101
17000000000,3.87489990574663,-48.9540353021069
17100000000,3.86733938821704,-49.4662425911257
17200000000,3.85939543375855,-49.9773967456515
17300000000,3.85107230359746,-50.4874860001669
17400000000,3.8423742172697,-50.996498958676
17500000000,3.83330535297699,-51.5044245861517
17600000000,3.82386984794277,-52.0112522002007
17700000000,3.81407179876783,-52.5169714629377
17800000000,3.80391526178518,-53.0215723730647
17900000000,3.79340425341421,-53.5250452581476
18000000000,3.78254275051396,-54.0273807670849
18100000000,3.77133469073513,-54.5285698627631
18200000000,3.75978397287103,-55.0286038148929
18300000000,3.74789445720704,-55.52747419302
18400000000,3.73566996586866,-56.0251728597084
18500000000,3.7231142831679,-56.5216919638869
18600000000,3.71023115594802,-57.017023934358
18700000000,3.69702429392653,-57.5111614734625
18800000000,3.68349737003619,-58.0040975508954
18900000000,3.66965402076426,-58.4958253976694
19000000000,3.65549784648953,-58.9863385002222
19100000000,3.64103241181746,-59.475630594662
19200000000,3.62626124591308,-59.9636956611489
19300000000,3.61118784283172,-60.4505279184083
19400000000,3.59581566184758,-60.936121818371
19500000000,3.58014812777995,-61.4204720409392
19600000000,3.56418863131717,-61.9035734888721
19700000000,3.54794052933825,-62.3854212827905
19800000000,3.5314071452321,-62.8660107562951
19900000000,3.51459176921442,-63.3453374511964
20000000000,3.49749765864209,-63.8233971128536
20100000000,3.48012803832523,-64.3001856856186
20200000000,3.46248610083676,-64.775699308383
20300000000,3.44457500681946,-65.2499343102249
20400000000,3.42639788529065,-65.7228872061543
20500000000,3.40795783394435,-66.1945546929517
20600000000,3.38925791945092,-66.6649336451008
20700000000,3.37030117775426,-67.1340211108102
20800000000,3.35109061436652,-67.601814308124
20900000000,3.33162920466029,-68.0683106211169
21000000000,3.31191989415831,-68.5335075961731
21100000000,3.29196559882073,-68.9974029383471
21200000000,3.27176920532982,-69.4599945078026
21300000000,3.25133357137229,-69.9212803163299
21400000000,3.23066152591905,-70.3812585239376
21500000000,3.20975586950259,-70.8399274355188
21600000000,3.18861937449183,-71.2972854975883
21700000000,3.16725478536462,-71.7533312950897
21800000000,3.14566481897771,-72.2080635482714
